name,error,ourWeekSub,sbWeekSub,ourWeekPaid,sbWeekPaid,ourWeekOop,sbWeekOop,ourFnOop,sbFnOop,ourFnFees,sbFnFees,ourPct,sbShownPct,dWeekSub,dWeekPaid,dWeekOop,dFnOop,dFnFees,pass
edge income 0 one child,,405,405,384.75,384.75,65.25,65.25,130.5,130.5,900,900,90,90,0,0,0,0,0,true
edge income 88519 one child,,405,405,384.75,384.75,65.25,65.25,130.5,130.5,900,900,90,90,0,0,0,0,0,true
edge income 88520 one child,,405,405,384.75,384.75,65.25,65.25,130.5,130.5,900,900,90,90,0,0,0,0,0,true
edge income 88521 one child,,405,405,384.75,384.75,65.25,65.25,130.5,130.5,900,900,90,90,0,0,0,0,0,true
edge income 146436 one child,,352.89,352.8,335.25,335.16,114.76,114.84,229.51,229.68,900,900,78.42,78,0.09,0.09,-0.08,-0.17,0,false
edge income 146437 one child,,352.89,352.8,335.25,335.16,114.76,114.84,229.51,229.68,900,900,78.42,78,0.09,0.09,-0.08,-0.17,0,false
edge income 146438 one child,,352.89,352.8,335.25,335.16,114.76,114.84,229.51,229.68,900,900,78.42,78,0.09,0.09,-0.08,-0.17,0,false
edge income 191436 one child,,312.39,312.31,296.77,296.69,153.23,153.32,306.46,306.63,900,900,69.42,69,0.08,0.08,-0.09,-0.17,0,false
edge income 191437 one child,,312.39,312.31,296.77,296.69,153.23,153.32,306.46,306.63,900,900,69.42,69,0.08,0.08,-0.09,-0.17,0,false
edge income 270726 one child,,241.02,240.91,228.97,228.86,221.03,221.15,442.06,442.29,900,900,53.56,54,0.11,0.11,-0.12,-0.23,0,false
edge income 270727 one child,,241.02,240.91,228.97,228.86,221.03,221.15,442.06,442.29,900,900,53.56,54,0.11,0.11,-0.12,-0.23,0,false
edge income 360726 one child,,160.02,159.91,152.02,151.91,297.98,298.1,595.96,596.19,900,900,35.56,36,0.11,0.11,-0.12,-0.23,0,false
edge income 370725 one child,,151.02,150.9,143.47,143.35,306.53,306.65,613.06,613.29,900,900,33.56,34,0.12,0.12,-0.12,-0.23,0,false
edge income 370726 one child,,151.02,150.9,143.47,143.35,306.53,306.65,613.06,613.29,900,900,33.56,34,0.12,0.12,-0.12,-0.23,0,false
edge income 538519 one child,,0,0,0,0,450,450,900,900,900,900,0,0,0,0,0,0,0,true
edge income 538520 one child,,0,0,0,0,450,450,900,900,900,900,0,0,0,0,0,0,0,true
edge income 538521 one child,,0,0,0,0,450,450,900,900,900,900,0,0,0,0,0,0,0,true
edge income 100000 two under 6,,822.15,822.31,781.04,781.19,118.96,118.82,237.92,237.63,1800,1800,87.7,88,-0.16,-0.15,0.14,0.29,0,false
edge income 150000 two under 6,,771.8,771.91,733.21,733.31,166.79,166.7,333.58,333.39,1800,1800,77.7,78,-0.11,-0.1,0.09,0.19,0,false
edge income 200000 two under 6,,664.65,664.8,631.42,631.56,268.58,268.44,537.16,536.88,1800,1800,67.7,68,-0.15,-0.14,0.14,0.28,0,false
edge income 300000 two under 6,,530.73,530.71,504.2,504.17,395.81,395.84,791.62,791.67,1800,1800,47.7,48,0.02,0.03,-0.03,-0.05,0,false
edge income 365000 two under 6,,381.15,381.31,362.1,362.24,537.91,537.77,1075.82,1075.53,1800,1800,34.7,35,-0.16,-0.14,0.14,0.29,0,false
edge income 371000 two under 6,,301.5,301.8,286.43,286.7,613.58,613.3,1227.16,1226.58,1800,1800,33.5,34,-0.3,-0.27,0.28,0.58,0,false
edge fee below cap,,301.32,301.2,286.26,286.14,73.75,73.86,147.49,147.72,720,720,83.7,84,0.12,0.12,-0.11,-0.23,0,false
edge fee at cap,,381.42,381.31,362.35,362.24,93.35,93.47,186.7,186.93,911.4,911.4,83.7,84,0.11,0.11,-0.12,-0.23,0,false
edge fee above cap,,381.42,381.31,362.35,362.24,237.65,237.77,475.3,475.53,1200,1200,83.7,84,0.11,0.11,-0.12,-0.23,0,false
edge participation 48 → 72 hrs,,451.98,452.16,429.38,429.55,320.62,320.45,641.24,640.9,1500,1500,83.7,84,-0.18,-0.17,0.17,0.34,0,false
edge participation 49 → 100 hrs,,627.75,628,596.37,596.6,153.64,153.4,307.27,306.8,1500,1500,83.7,84,-0.25,-0.23,0.24,0.47,0,false
edge single parent,,405,405,384.75,384.75,65.25,65.25,130.5,130.5,900,900,90,90,0,0,0,0,0,true
edge school-age OSHC,,125.55,125.55,119.28,119.27,30.73,30.73,61.45,61.46,300,300,83.7,84,0,0.01,0,-0.01,0,true
edge FDC,,326.43,326.4,310.11,310.08,79.89,79.92,159.78,159.84,780,780,83.7,84,0.03,0.03,-0.03,-0.06,0,false
edge 12hr session over 100 hrs,,523.13,523,496.97,496.85,253.03,253.15,506.06,506.3,1500,1500,83.7,84,0.13,0.12,-0.12,-0.24,0,false
edge three children mixed,,764.33,764.45,726.12,726.22,263.89,263.8,527.77,527.58,1980,1980,71.7,72,-0.12,-0.1,0.09,0.19,0,false
gen-0,,393.12,393.11,373.47,373.45,1551.54,1551.56,3103.07,3103.11,3850,3850,90,90,0.01,0.02,-0.02,-0.04,0,false
gen-1,,267.3,267.31,253.94,253.94,43.07,43.07,86.13,86.13,594,594,90,90,-0.01,0,0,0,0,true
gen-2,,430.92,430.93,409.38,409.38,235.63,235.63,471.25,471.25,1290,1290,90,90,-0.01,0,0,0,0,true
gen-3,,366.09,366.04,347.78,347.74,275.22,275.28,550.44,550.54,1246,1246,90,90,0.05,0.04,-0.06,-0.1,0,false
gen-4,,476.48,476.4,452.66,452.58,299.35,299.42,598.69,598.84,1504,1504,78.42,78,0.08,0.08,-0.07,-0.15,0,false
gen-5,,389.59,389.53,370.11,370.05,181.89,181.96,363.78,363.91,1104,1104,78.42,78,0.06,0.06,-0.07,-0.13,0,false
gen-6,,634.49,634.36,602.77,602.64,300.24,300.36,600.47,600.72,1806,1806,78.42,78,0.13,0.13,-0.12,-0.25,0,false
gen-7,,36.93,36.93,35.09,35.08,143.92,143.93,287.83,287.85,358,358,69.42,69,0,0.01,-0.01,-0.02,0,false
gen-8,,566.12,566.13,537.82,537.83,947.19,947.19,1894.37,1894.36,2970,2970,69.42,69,-0.01,-0.01,0,0.01,0,true
gen-9,,660.88,660.81,627.84,627.77,324.17,324.25,648.33,648.48,1904,1904,69.42,69,0.07,0.07,-0.08,-0.15,0,false
gen-10,,511.62,195.68,486.04,185.9,580.97,336.11,1161.93,672.21,2134,1044,53.56,54,315.94,300.14,244.86,489.72,1090,false
gen-11,,245.1,245.05,232.85,232.79,576.16,576.22,1152.31,1152.43,1618,1618,53.56,54,0.05,0.06,-0.06,-0.12,0,false
gen-12,,836.81,836.71,794.97,794.87,776.03,776.14,1552.06,1552.27,3142,3142,53.56,54,0.1,0.1,-0.11,-0.21,0,false
gen-13,,64.82,64.8,61.58,61.56,151.42,151.44,302.84,302.88,426,426,35.56,36,0.02,0.02,-0.02,-0.04,0,false
gen-14,,128.01,128.04,121.62,121.64,238.39,238.36,476.77,476.72,720,720,35.56,36,-0.03,-0.02,0.03,0.05,0,false
gen-15,,172.82,172.8,164.18,164.16,321.82,321.84,643.64,643.68,972,972,35.56,36,0.02,0.02,-0.02,-0.04,0,false
gen-16,,178.68,178.57,169.74,169.65,634.27,634.37,1268.53,1268.72,1608,1608,33.56,34,0.11,0.09,-0.1,-0.19,0,false
gen-17,,353.63,353.87,335.95,336.18,1138.05,1137.82,2276.1,2275.63,2948,2948,33.56,34,-0.24,-0.23,0.23,0.47,0,false
gen-18,,57.73,57.76,54.84,54.87,117.17,117.13,234.33,234.26,344,344,33.56,34,-0.03,-0.03,0.04,0.07,0,false
gen-19,,0,0,0,0,95,95,190,190,190,190,0,0,0,0,0,0,0,true
gen-20,,0,0,0,0,887,284,1774,568,1774,568,0,0,0,0,603,1206,1206,false
gen-21,,0,0,0,0,552,552,1104,1104,1104,1104,0,0,0,0,0,0,0,true
gen-22,,634.68,634.68,602.95,602.95,670.06,670.06,1340.11,1340.11,2546,2546,90,90,0,0,0,0,0,true
gen-23,,139.01,138.96,132.06,132.01,353.94,353.99,707.88,707.98,972,972,87.1,87,0.05,0.05,-0.05,-0.1,0,false
gen-24,,13.31,13.32,12.64,12.66,260.36,260.35,520.72,520.69,546,546,9.1,9,-0.01,-0.02,0.01,0.03,0,false
